"REFERENCE","LOCATION","APP TYPE","APP TYPE DECODE","VALIDATION DATE","PROPOSAL","RECOMMENDATION","RECOMMENDATION DECODE","DECISION DATE","DEVELOPMENT TYPE","DEVELOPMENT TYPE DECODE","WARD","WARD DECODE","NORTHING","EASTING","KEY VALUE"
"06/53425/FUL","Barton Grange Farm Fiddlers Lane Irlam M44 6QB ","FUL","Full application",24/8/2006 00:00:00,"Conversion of existing barn into five residential units without complying with condition 1 (five year time limit) on planning permission 02/44501/COU","PER","Approve",29/2/2008 00:00:00,"06","Minor - Dwellings","IR","Irlam","396083","372844","J4VA98NP40000"
"06/53359/FUL","Levi House Bury Old Road Salford M7 4QX ","FUL","Full application",29/8/2006 00:00:00,"Siting of temporary classrooms","PER","Approve",3/11/2006 00:00:00,"10","Minor - Other","KR","Kersal","402153","383502","J4G0X9NP40000"
"06/53419/FUL","Land On East Side Of Hamilton Street, Including Pioneer Works, Back Hamilton Street Salford 7   ","FUL","Full application",29/8/2006 00:00:00,"Erection of nine dwellings together with associated car parking and construction of new and alteration to existing vehicular and pedestrian accesses and the erection of three 2.1m high alley gates.","PER","Approve",9/10/2006 00:00:00,"09","Minor - Retail distribution & servicing","BR","Broughton","401057","382681","J4V7O1NP40000"
"06/53360/FUL","90 Liverpool Road Irlam M44 6FN ","FUL","Full application",30/8/2006 00:00:00,"Installation of a disabled access ramp","PER","Approve",13/10/2006 00:00:00,"09","Minor - Retail distribution & servicing","IR","Irlam","395143","372766","J4G16GNP40000"
"06/53435/FUL","Seedley Road Filling Station Seedley Road Salford  ","FUL","Full application",30/8/2006 00:00:00,"Installation of an Automated teller machine","PER","Approve",30/10/2006 00:00:00,"10","Minor - Other","LG","Langworthy","399279","380602","J52J3BNP40000"
"06/53004/FUL","403 Moss Lane Worsley M28 3NE ","FUL","Full application",30/8/2006 00:00:00,"Siting (retention) of a mobile home in rear garden for a study/office/residential use and construction of patio area","REF","Refuse",24/10/2006 00:00:00,"10","Minor - Other","WN","Walkden North","403547","375107","J1BF1DNPB0000"
"06/53447/FUL","Brentnall Community Primary School Northumberland Street Salford M7 4RP ","FUL","Full application",30/8/2006 00:00:00,"Erection of a single storey rear extension and erection of an infill extension at the front of the building","PER","Approve",6/10/2006 00:00:00,"10","Minor - Other","KR","Kersal","401310","382831","J54IUHNPN1000"
"06/53428/FUL","Site Of The Former Weaste United Reformed Church Weaste Lane Salford  ","FUL","Full application",31/8/2006 00:00:00,"Erection of a part three/part four storey building comprising 19 apartments together with associated car parking and construction of new vehicular and pedestrian accesses","PER","Approve",3/11/2006 00:00:00,"01","Major - Dwellings","SW","Weaste  And Seedley","398674","379661","J4WNSMNP40000"
"06/53454/FUL","Sillavan Way Industrial Estate Sillavan Way Bounded By William Street And Chapel Street Salford  ","FUL","Full application",31/8/2006 00:00:00,"Retention of an 11 storey building comprising 141 apartments (Class C3) with retail frontage (A1) onto Chapel Street together with associated car parking and  landscaping (Further to planning permission 05/50254/FUL)","PER","Approve",10/4/2007 00:00:00,"01","Major - Dwellings","OR","Ordsall","398690","383152","J582CDNP40000"
"06/53303/FUL","19 - 21 Mill Brow Worsley M28 2WL ","FUL","Full application",1/9/2006 00:00:00,"Demolition of two existing dwellings and erection of one new dwelling","PER","Approve",6/11/2006 00:00:00,"06","Minor - Dwellings","WO","Worsley","400535","374978","J43HEJNPB0000"
"06/53460/FUL","Side Garden Area Of 10 Fir Road Swinton M27 5DL ","FUL","Full application",5/9/2006 00:00:00,"Erection of a detached dwelling together with associated car parking and construction of new and alteration to existing vehicular and pedestrian accesses","PER","Approve",27/10/2006 00:00:00,"06","Minor - Dwellings","SS","Swinton South","400682","377143","J584W0NP40000"
"06/53463/FUL","Builders Yard To Rear Of 3 To 19 Moss Lane Cadishead M44 5DE ","FUL","Full application",6/9/2006 00:00:00,"Demolition of existing buildings and erection of one three-storey block comprising six apartments and a terrace of six three-storey town houses together with associated car parking and landscaping and alterations to existing vehicular access","REF","Refuse",13/3/2007 00:00:00,"01","Major - Dwellings","CD","Cadishead","392252","370989","J5H6YMNPO1000"
"06/53477/FUL","177 Liverpool Road Cadishead M44 5XH ","FUL","Full application",7/9/2006 00:00:00,"Use of premises as a restaurant with variation of condition 4 (hours of use) on planning permission 04/48433/COU to allow opening between 12:00 noon and 10:00pm Mondays to Thursday, 12:00 noon and 11:00pm Fridays and Saturdays and 2:00pm to 10:00pm Sundays.","REF","Refuse",20/10/2006 00:00:00,"09","Minor - Retail distribution & servicing","CD","Cadishead","392093","370994","J5FOEBNPO1000"
"06/53361/FUL","Former McArty And Heaton Works Stablefold Worsley ","FUL","Full application",8/9/2006 00:00:00,"Erection of one three storey building comprising 18 apartments together with associated car parking and construction of new and alteration to existing vehicular and pedestrian accesses","PER","Approve",3/11/2006 00:00:00,"01","Major - Dwellings",,,"398122","375709","J4G1CLNP40000"
"06/53439/FUL","Land The Rear Of 2 To 14 Lakeside Avenue Worsley   ","FUL","Full application",11/9/2006 00:00:00,"Erection of 14 dwellings together with associated car parking and construction of new vehicular access","PER","Approve",19/1/2007 00:00:00,"01","Major - Dwellings","WN","Walkden North","404077","373649","J52LOINP40000"
"06/53381/FUL","Boothstown Junior Football Club Bridgewater Park Amberhill Way Worsley M28 1UP   ","FUL","Full application",12/9/2006 00:00:00,"Erection of a 2.4m high security fence and gates around the perimeter of the pavillion","PER","Approve",17/11/2006 00:00:00,"10","Minor - Other","BE","Boothstown And Ellenbrook","400123","372002","J4I57RNPN1000"
"06/53446/FUL","Land Adjacent To 242 Worsley Road Swinton M27 0YF ","FUL","Full application",12/9/2006 00:00:00,"Erection of one pair of semi detached houses together with creation of new vehicular access (amendment to previous planning permission 06/52185/FUL)","PER","Approve",20/11/2006 00:00:00,"06","Minor - Dwellings","SS","Swinton South","400848","377116","J54G7BNPO1000"
"06/53438/FUL","468 Bolton Road Pendlebury Swinton M27 8UR ","FUL","Full application",13/9/2006 00:00:00,"Installation of new external ATM machine","PER","Approve",1/11/2006 00:00:00,"10","Minor - Other","PE","Pendlebury","401946","378580","J52LIPNP40000"
"06/53503/FUL","1 Lumber Lane Worsley M28 2GJ ","FUL","Full application",13/9/2006 00:00:00,"Demolition of existing dwelling and erection of a three storey building with additional level of living accommodation in roof space to provide seven apartments together with associated bin store, car parking and alteration to existing vehicular access","WDN","Application Withdrawn",8/11/2006 00:00:00,"06","Minor - Dwellings","WO","Worsley","401696","374255","J5S8ADNP40000"
"06/53431/FUL","Land Adjacent To 16 Barton Road Worsley M28 2PB ","FUL","Full application",14/9/2006 00:00:00,"Erection of a link detached dwelling and garage","PER","Approve",23/1/2007 00:00:00,"06","Minor - Dwellings","WO","Worsley","400348","374837","J52GMKNP40000"
"06/53434/COU","202 Langworthy Road Salford M6 5PP ","FUL","Full application",14/9/2006 00:00:00,"Conversion of existing building from seven bedsits to four self contained flats and creation of dormer windows at front and rear","PER","Approve",13/11/2006 00:00:00,"12","Changes Of Use","LG","Langworthy","398999","380550","J52IHSNP40000"
"06/53490/FUL","107 Church Street Eccles M30 0EJ ","FUL","Full application",14/9/2006 00:00:00,"Erection of two single storey extensions to rear of existing dental practice","PER","Approve",8/11/2006 00:00:00,"09","Minor - Retail distribution & servicing","BA","Barton","398477","377629","J5L24PNP40000"
"06/53491/FUL","2 King Edwards Buildings Bury Old Road Salford M7 4QJ ","FUL","Full application",14/9/2006 00:00:00,"Continued use as a shop for the sale of hot food with variation of condition 2 (Hours of opening) on planning permission 98/38030/COU","PER","Approve",6/11/2006 00:00:00,"09","Minor - Retail distribution & servicing","KR","Kersal","401859","383765","J5L3ENNP40000"
"06/53508/FUL","The Pier 6 Clippers Quay Salford M5 2XP ","FUL","Full application",15/9/2006 00:00:00,"Retention of a temporary car park","PER","Approve",7/11/2006 00:00:00,"10","Minor - Other","OR","Ordsall","396814","381148","J5U2O3NP40000"
"06/53437/FUL","Falcon House Ouse Street Salford M50 1YX ","FUL","Full application",18/9/2006 00:00:00,"Installation of cacti rotating anti climb extension to top of interior section of fencing","PER","Approve",26/10/2006 00:00:00,"10","Minor - Other","SW","Weaste  And Seedley","398432","379374","J52L2GNP40000"
"06/53494/FUL","70 St James Road Salford M7 4XE ","FUL","Full application",18/9/2006 00:00:00,"Retention of single storey rear extension with pitched roof to form two bedsits","PERU","Approve - unconditional",10/11/2006 00:00:00,"06","Minor - Dwellings","BR","Broughton","400846","383405","J5L6PNNP40000"
"06/53533/FUL","94 Chatsworth Road Swinton M28 2NT ","FUL","Full application",20/9/2006 00:00:00,"Erection of a brick built garden shed at rear of dwelling","PERU","Approve - unconditional",10/11/2006 00:00:00,"06","Minor - Dwellings","WO","Worsley","400535","376172","J5ZZZDNP40000"
"06/53504/FUL","Former Lakes Nursery Worsley Road Swinton M27 5WW ","FUL","Full application",21/9/2006 00:00:00,"Erection of 2m wall, railings and gates and 2.5m brick piers on Lightbourne Avenue and Worsley Road","PER","Approve",10/11/2006 00:00:00,"01","Major - Dwellings","SS","Swinton South","401248","377997","J5S9VINP40000"
"06/53528/FUL","94 Old Clough Lane Worsley M28 3HG ","FUL","Full application",21/9/2006 00:00:00,"Erection of one new detached dwelling house and detached garage together with creation of a new vehicular access","REF","Refuse",15/11/2006 00:00:00,"06","Minor - Dwellings","WS","Walkden South","402692","374783","J5Y5K9NPN1000"
"06/53386/FUL","Probation And Aftercare Service Haysbrook Avenue Worsley M28 6AY ","FUL","Full application",25/9/2006 00:00:00,"Retention of one portable office building","PER","Approve",5/11/2008 00:00:00,"Q14","Minor Offices R&D light ind","LH","Little Hulton","403788","371931","J4JPCINP40000"
"06/53440/FUL","B And Q Plc Wilfrid Street Swinton M27 6LN ","FUL","Full application",25/9/2006 00:00:00,"Retention of 4m high pole to accommodate a camera","PERU","Approve - unconditional",18/10/2006 00:00:00,"10","Minor - Other","SS","Swinton South","401958","377710","J52PCYNP40000"
"06/53597/FUL","Land Bounded By The River Irwell, Cathedral Approach, Victoria Bridge Street, Chapel Street, Greengate And Gravel Lane, Salford
","FUL","Full application",25/9/2006 00:00:00,"Provision of new Public Realm in the form of three new urban spaces - a water based square fronting the River Irwell, an enlarged pedestrian route along Greengate and a new city square to the north of the railway viaduct including a new pedestrian bridge across the Irwell to Victoria Street, water sculptures, new market cross, exchange monument and single storey pavilion building, tree planting and hard and soft landscaping","PER","Approve",7/9/2007 00:00:00,"05","Major - Other","OR","Ordsall","398937","383604","J78AJANP40000"
"06/53553/FUL","198 Liverpool Road Cadishead M44 5DB ","FUL","Full application",26/9/2006 00:00:00,"Erection of single storey extension at rear of existing restaurant and single storey extension to front to provide a new entrance","REF","Refuse",20/11/2006 00:00:00,"09","Minor - Retail distribution & servicing","CD","Cadishead","391958","370887","J679XONP40000"
"06/53432/FUL","Opal Telecommunications Northbank Industrial Estate Brinell Drive Irlam  M44 5BL ","FUL","Full application",27/9/2006 00:00:00,"Retention of a standby generator on a concrete plinth and double doors","PER","Approve",14/2/2007 00:00:00,"10","Minor - Other","CD","Cadishead","392570","371285","J52HD1NP40000"
"06/53552/FUL","Land Corner Of Siemans Road Brinell Drive And Martens Road Irlam   ","FUL","Full application",27/9/2006 00:00:00,"Erection of a three storey office building comprising 5384 sq.m B1 (Business Use) together with associated car parking, service yard, landscaping and construction of new and alteration to existing vehicular and pedestrian accesses","PER","Approve",22/12/2006 00:00:00,"03","Major - Heavy ind. storage, warehousing","CD","Cadishead","392492","371350","J678T5NP40000"
"06/53474/FUL","Opal Telecom Northbank Industrial Estate Brinell Drive Irlam M44 5BL ","FUL","Full application",27/9/2006 00:00:00,"Retention of a two storey temporary office building","PER","Approve",29/1/2008 00:00:00,"07","Minor - Offices, R & D, light industry","CD","Cadishead","392505","371690","J5FMYONPB0000"
"06/53532/FUL","Building To Rear Of Land At 189 Eccles Old Road Salford M6 8HA ","FUL","Full application",28/9/2006 00:00:00,"Replacement chimney to boiler house at Hope Hospital","PER","Approve",4/5/2007 00:00:00,"10","Minor - Other","SW","Weaste  And Seedley","399172","378492","J5ZQ94NPB0000"
"06/53551/FUL","Irlam And Cadishead Community High School Macdonald Road Irlam M44 5LH ","FUL","Full application",28/9/2006 00:00:00,"Retention of rota spikes on the roofs of the buildings","PER","Approve",22/11/2006 00:00:00,"10","Minor - Other","CD","Cadishead","393376","371331","J678K9NPN1000"
"06/53527/FUL","Land Adjacent To 32 Egerton Road Worsley   ","FUL","Full application",28/9/2006 00:00:00,"Erection of one dwelling house together with creation of a new vehicular access","PER","Approve",12/1/2007 00:00:00,"06","Minor - Dwellings","WN","Walkden North","403223","373847","J5Y4PPNPN1000"
"06/53611/FUL","Land To Rear Of Ordsall Sports Centre Trafford Road Salford  ","FUL","Full application",29/9/2006 00:00:00,"Erection of three - part four, part six and part seven storey buildings comprising 178 apartments, hard and soft landscaping, associated car parking and alteration to existing, and construction of new vehicular access","WDN","Application Withdrawn",8/11/2006 00:00:00,"01","Major - Dwellings","OR","Ordsall","397100","381400","J6VEYVNP40000"
"06/53576/FUL","St Georges Roman Catholic High School Parsonage Drive Worsley M28 3SH ","FUL","Full application",29/9/2006 00:00:00,"Erection of two single storey extension to existing gymnasium, single storey extension to form new technology classroom and erection of a retaining wall, ramp and handrail. Repositioning of existing gates","PER","Approve",21/11/2006 00:00:00,"10","Minor - Other","WS","Walkden South","402832","373131","J6I5XUNP40000"
"06/53613/FUL","Showmans Guild Site Broadway Salford  ","FUL","Full application",5/10/2006 00:00:00,"Erection of three-six storey buildings comprising 180 apartments with variation to condition 6 (landscaping to be carried out within 12 months) on planning permission 04/48888/FUL","PER","Approve",9/10/2007 00:00:00,"01","Major - Dwellings","OR","Ordsall","397814","380903","J6VHWWNP40000"
"06/53636/FUL","Land On The South West Side Of Michigan Avenue Salford  ","FUL","Full application",9/10/2006 00:00:00,"Erection of four-26 storey buildings comprising 1036 apartments and 58,475 sq.ft of commercial space for A1,A2,A3,A4,A5,B1,D1 and D2 use together with associated car parking and alteration to existing and construction of new vehicular access","PER","Approve",28/6/2007 00:00:00,"01","Major - Dwellings","OR","Ordsall","397529","380619","J78DU2NP40000"
"06/53581/FUL","St Peters C Of E Primary School Vicarage Road Swinton M27 0WA ","FUL","Full application",9/10/2006 00:00:00,"Erection of 2.4m high boundary fencing and gates","PER","Approve",20/12/2006 00:00:00,"10","Minor - Other","SN","Swinton North","401759","377384","J6K7RWNPN1000"
"06/53507/FUL","Land Bound By Lower Broughton Road, Back Duncan Street And Duncan Street, The Cliff Salford 7  ","FUL","Full application",11/10/2006 00:00:00,"Erection of a single detached dwelling house","PER","Approve",5/12/2006 00:00:00,"06","Minor - Dwellings","BR","Broughton","400999","382406","J5U0EWNPB0000"
"06/53578/FUL","39 & 41 Worsley Road Swinton M27 5WN ","FUL","Full application",12/10/2006 00:00:00,"Erection of a single storey first floor rear extensions and change of use of 39 Worsley Road from residential to form extended shop premises to 41 Worsley Road and use of first floor of both premises as a self contained flat","REF","Refuse",15/1/2007 00:00:00,"12","Changes Of Use","SS","Swinton South","401249","377835","J6IJHCNPB0000"
"06/53512/FUL","96 - 98 Walkden Road Worsley M28 3DY ","FUL","Full application",12/10/2006 00:00:00,"Creation of covered yard at the rear of the property","PER","Approve",8/12/2006 00:00:00,"09","Minor - Retail distribution & servicing","WS","Walkden South","402684","373823","J5VSD6NPN1000"
"06/53505/FUL","Land Adjacent To 16 Victoria Road Irlam M44 6AW ","FUL","Full application",12/10/2006 00:00:00,"Erection of a detached dwellinghouse and construction of a new vehicular access","PER","Approve",4/12/2006 00:00:00,"06","Minor - Dwellings","CD","Cadishead","394292","372001","J5SA28NP40000"
"06/53577/FUL","375 Worsley Road Eccles M30 8HU ","FUL","Full application",12/10/2006 00:00:00,"Erection of a single storey detached store at rear of premises","REF","Refuse",4/12/2006 00:00:00,"09","Minor - Retail distribution & servicing","WI","Winton","399360","375448","J6IJ5HNPB0000"
"06/53665/FUL","62 Roberts Street Eccles M30 0FX ","FUL","Full application",13/10/2006 00:00:00,"Demolition of existing building and erection of a three storey building comprising nine apartments together with associated car parking and construction of new and alteration to existing vehicular access","PER","Approve",15/12/2006 00:00:00,"06","Minor - Dwellings","BA","Barton","398371","376998","J7C6QZNP40000"
"06/53433/FUL","Bridgewater School Worsley Road Worsley M28 2WQ ","FUL","Full application",16/10/2006 00:00:00,"Retention of temporary portable classroom","PER","Approve",27/11/2006 00:00:00,"10","Minor - Other","WO","Worsley","400557","375459","J52ICVNP40000"
"06/53688/FUL","The Fountains Swinton Hall Road Pendlebury Swinton  M27 4DZ ","FUL","Full application",16/10/2006 00:00:00,"Erection of a two storey extension to existing nursing home","PER","Approve",8/1/2007 00:00:00,"10","Minor - Other","SS","Swinton South","401488","378487","J7N9W6NP40000"
"06/53383/FUL","Bridgewater School Worsley Road Worsley M28 2WQ ","FUL","Full application",16/10/2006 00:00:00,"Retention of a temporary classroom","PER","Approve",27/11/2006 00:00:00,"10","Minor - Other","WO","Worsley","400557","375459","J4I7TQNP40000"
"06/53640/FUL","Land Adjoining 20 Malvern Close Pendlebury Swinton M27 8XJ ","FUL","Full application",16/10/2006 00:00:00,"Erection of part two/part three storey building comprising 16 apartments together with associated car parking","WDN","Application Withdrawn",,"01","Major - Dwellings","PE","Pendlebury","400715","379644","J79Z9YNP40000"
"06/53661/FUL","37 Gore Crescent Salford M5 2LT ","FUL","Full application",16/10/2006 00:00:00,"Erection of one detached dwelling","PER","Approve",20/12/2006 00:00:00,"06","Minor - Dwellings","SW","Weaste  And Seedley","399064","379751","J7C462NPN1000"
"06/53687/FUL","Texaco Service Station Cromwell Road Salford M6 6DA ","FUL","Full application",17/10/2006 00:00:00,"Installation of a Automatic Teller Machine and five anti ramraid bollards","PER","Approve",22/11/2006 00:00:00,"09","Minor - Retail distribution & servicing","IW","Irwell Riverside","400263","382016","J7N9BRNP40000"
"06/53681/FUL","Land North Of Salford College Quays Campus Trafford Road Salford  ","FUL","Full application",18/10/2006 00:00:00,"Construction of additional car parking spaces","REF","Refuse",4/1/2007 00:00:00,"10","Minor - Other","OR","Ordsall","397100","381400","J7LEW8NP40000"
"06/53682/FUL","1 - 2 St Margarets Buildings Bury Old Road Salford M7 4PF ","FUL","Full application",18/10/2006 00:00:00,"Construction of disabled access ramp on front elevation","PER","Approve",27/11/2006 00:00:00,"09","Minor - Retail distribution & servicing","KR","Kersal","401836","383777","J7LG5TNP40000"
"06/53560/FUL","Brunswick House 62 Broad Street Salford M6 5BZ ","FUL","Full application",18/10/2006 00:00:00,"Siting of a greenhouse and storage cabin for a community garden","PER","Approve",7/12/2006 00:00:00,"10","Minor - Other","IW","Irwell Riverside","399409","381337","J6AZ4LNPN1000"
"06/53680/FUL","35 Northumberland Street Salford M7 4DQ ","FUL","Full application",18/10/2006 00:00:00,"Erection of a two storey children centre","PER","Approve",1/2/2007 00:00:00,"10","Minor - Other","KR","Kersal","401441","383174","J7LCRONP40000"
"06/53691/FUL","Garden Area To Rear Of 98 Monton Road Eccles M30 9HZ ","FUL","Full application",20/10/2006 00:00:00,"Erection of a three storey detached dwelling with basement together with associated car parking and construction of new vehicular access","WDN","Application Withdrawn",8/6/2007 00:00:00,"06","Minor - Dwellings","EC","Eccles","399070","377241","J7QUSFNP40000"
"06/53689/FUL","Danieli's Restaurant 10 Bridgewater Road Worsley M28 3JE ","FUL","Full application",23/10/2006 00:00:00,"Erection of ground floor extension to existing restaurant and two storey extension (at first and second floor) to form eight apartments, alterations to elevations and associated car parking","PER","Approve",14/12/2006 00:00:00,"06","Minor - Dwellings","WS","Walkden South","403063","373637","J7OQJMNP40000"
"06/53707/FUL","Hope Hospital Stott Lane Salford M6 8HD ","FUL","Full application",23/10/2006 00:00:00,"Erection of a generator house","PER","Approve",8/12/2006 00:00:00,"10","Minor - Other","SW","Weaste  And Seedley","399030","378637","J7Y5KTNP40000"
"06/53629/FUL","Red Rose Retail Park Regent Road Salford  ","FUL","Full application",24/10/2006 00:00:00,"Replace existing fence on the front elevation with the erection of a new 2.4m high fence and gates","REF","Refuse",7/12/2006 00:00:00,"10","Minor - Other","OR","Ordsall","397948","381941","J70HQUNPN1000"
"06/53674/FUL","33 Upper Park Road Salford M7 4JB ","FUL","Full application",25/10/2006 00:00:00,"Demolition of existing dwelling and erection of a new dwelling including construction of new and alterations to existing pedestrian and vehicular accesses together with associated landscaping (re-submission of planning application 06/52801/FUL)","REF","Refuse",18/12/2006 00:00:00,"06","Minor - Dwellings","KR","Kersal","402198","383094","J7DTSHNPN1000"
"06/53710/FUL","Former Ford Mill Site Corner Of Ford Lane And Greenwood Street Salford M6 6PE ","FUL","Full application",26/10/2006 00:00:00,"Demolition of existing buildings and erection of part six and part eight storey building with basement car parking to provide 119 apartments together with construction of new vehicular and pedestrian accesses","PER","Approve",15/3/2007 00:00:00,"01","Major - Dwellings","IW","Irwell Riverside","399588","381199","J7YARVNP40000"
"06/53716/FUL","141 Worsley Road Eccles M30 8LY ","FUL","Full application",27/10/2006 00:00:00,"Demolition of existing garage and erection of two-two storey side extensions and single storey front extension to existing residential care home for children (Amendment to planning permission 06/52581)","PER","Approve",21/12/2006 00:00:00,"10","Minor - Other","WI","Winton","398797","375824","J7YFPPNP40000"
"06/53712/FUL","61 Farm Lane Worsley M28 2PG ","FUL","Full application",27/10/2006 00:00:00,"Demolition of existing bungalow and erection of five dwellings together with associated car parking and alteration to existing vehicular access","APPDIS","Appeal Dismissed",1/10/2007 00:00:00,"Q13","Minor Dwellings","WO","Worsley","400007","374641","J7YD4ANP40000"
"06/53713/FUL","Cambridge Grove Filling Station 28 Wellington Road Eccles M30 0NP ","FUL","Full application",30/10/2006 00:00:00,"Erection of part single part two storey extension to existing shop and forecourt canopy to be raised by 0.8m.","WDN","Application Withdrawn",,"09","Minor - Retail distribution & servicing","EC","Eccles","398911","377746","J7YDLHNP40000"
"06/53714/FUL","Eccles Friend Meeting House 13 The Polygon Eccles M30 0DS ","FUL","Full application",30/10/2006 00:00:00,"Erection of external staircase, porch canopy and landing in front of platform lift and formation of new entrance and erection of 1.6m high gates","REF","Refuse",4/12/2006 00:00:00,"10","Minor - Other","EC","Eccles","398995","378109","J7YEIJNP40000"
"06/53307/DEEM3","Alleys Behind 2 - 26 Pembroke Street & 1 - 27 Haven Street Seedley Salford M6 5GS ","FUL","Full application",31/10/2006 00:00:00,"Erection of lockable metal gates at alley ends","PER","Approve",21/11/2006 00:00:00,"10","Minor - Other","LG","Langworthy","398444","380407","J43IP4NPB0000"
"06/53709/FUL","Land Adjacent To 23 Wardley Hall Lane Worsley M28 2RL ","FUL","Full application",1/11/2006 00:00:00,"Demolition of existing garage and erection of a detached dwelling and garage","PER","Approve",14/2/2007 00:00:00,"06","Minor - Dwellings","WO","Worsley","401830","375351","J7Y91QNP40000"
"06/53639/FUL","28 Singleton Road Salford M7 4WL ","FUL","Full application",1/11/2006 00:00:00,"Erection of a three and half storey building to provide 11 apartments with undercroft car parking and construction of new vehicular access","REF","Refuse",10/1/2007 00:00:00,"01","Major - Dwellings","KR","Kersal","402103","382517","J79YFZNP40000"
"06/53678/FUL","392 Liverpool Road Eccles M30 8QD ","FUL","Full application",1/11/2006 00:00:00,"Relocation onto gable end and increase in height of fume extractor flue","PER","Approve",20/12/2006 00:00:00,"09","Minor - Retail distribution & servicing","WI","Winton","398229","376068","J7LC4INP40000"
"06/53775/FUL","Buile Hill High School Eccles Old Road Salford M6 8RD ","FUL","Full application",2/11/2006 00:00:00," Removal of condition 15 on planning permission 05/51950/FUL that states 'The playing field/s and pitch/es shall be constructed and laid out in accordance with the standards and methodologies set out in the guidance note Natural Turf for Sport"" (Sport England, March 2000), or any modifications thereof unless otherwise agreed in writing by the Local Planning Authority'.","WDN","Application Withdrawn",,"05","Major - Other","CL","Claremont","399658","379896","J8D2C3NP40000"
"06/53776/FUL","Harrop Fold School Hilton Lane Worsley M28 0SY ","FUL","Full application",2/11/2006 00:00:00,"Removal of condition 16 on planning permission 06/52043/FUL that states 'The playing field/s and pitch/es shall be constructed and laid out in accordance with the standards and methodologies set out in the guidance note ""Natural Turf for Sport"" (Sport England, March 2000), or any modifications thereof unless otherwise agreed in writing by the Local Planning Authority.'","WDN","Application Withdrawn",,"05","Major - Other","WS","Walkden South","403042","372956","J8D44MNP40000"
"06/53588/FUL","Tile Studio Faulkner House Elm Street Swinton M27 6AJ ","FUL","Full application",2/11/2006 00:00:00,"Alterations to elevations and installation of security shutters and conversion to offices","PER","Approve",21/12/2006 00:00:00,"07","Minor - Offices, R & D, light industry","SN","Swinton North","402095","377268","J6LV9ONP40000"
"06/53357/FUL","Unit 10 Bute Street Salford 5  ","FUL","Full application",2/11/2006 00:00:00,"Continued use as a storage yard for HGV vehicles and retention to two portable offices, caravan and vehicle repair shed","PER","Approve",2/4/2007 00:00:00,"08","Minor - Heavy ind. storage, warehousing","SW","Weaste  And Seedley","398251","379901","J4FZWONP40000"
"06/53694/FUL","315 Lower Broughton Road Salford M7 2LH ","FUL","Full application",2/11/2006 00:00:00,"Installation of a new shopfront and roller shutters and construction of a terrace of to the first floor (Re-submission of planning application 06/53010/ful)","PER","Approve",11/12/2006 00:00:00,"10","Minor - Other","BR","Broughton","400211","382192","J7R038NPN1000"
"06/53761/FUL","179 - 181 Station Road Pendlebury Swinton M27 6BU ","FUL","Full application",3/11/2006 00:00:00,"Installation of three pole mounted antennae on rear gable of premises with two equipment cabinets located at base of building","WDN","Application Withdrawn",13/12/2006 00:00:00,"10","Minor - Other","SN","Swinton North","402513","377974","J8B47ZNP40000"
"06/53762/FUL","Boundary Trading Estate Liverpool Road Irlam   ","FUL","Full application",3/11/2006 00:00:00," Redevelopment of existing tower to accommodate three T-Mobile antennae, one transmission dish and one equipment cabinet and three Hutchinson 3G antennae and one transmission dish together with extension to compound","PER","Approve",4/12/2006 00:00:00,"10","Minor - Other","IR","Irlam","395376","373279","J8B52MNP40000"
"06/53787/FUL","4B Worsley Road Worsley M28 2NL ","FUL","Full application",6/11/2006 00:00:00,"Continued use as a cafe without variation to conditions 1 and 2 (Hours of Use and hours of operation in rear yard) on planning permission 89/24296","PER","Approve",21/12/2006 00:00:00,"09","Minor - Retail distribution & servicing","WO","Worsley","400498","374873","J8F41DNP40000"
"06/53791/FUL","Land Adjacent To 14 Vauban Drive Salford M6 8ET ","FUL","Full application",8/11/2006 00:00:00,"Erection of a detached bungalow (resubmission of previous planning application 06/53042/FUL)","PER","Approve",22/12/2006 00:00:00,"06","Minor - Dwellings","SW","Weaste  And Seedley","399396","378503","J8O5KUNPO1000"
"06/53802/FUL","Land Behind Salford Royal Hospital Bounded By Adelphi Street, Upper Cleminson Street And Wilton Place Salford 3   ","FUL","Full application",8/11/2006 00:00:00,"Erection of part 3, 5, 12 and 14 storey building with two levels of basement car parking to provide 7 town houses and 183 apartments and 949 sq.m commercial floorspace (A1, A2, B1) together with construction of new and alteration to existing vehicular access","PER","Approve",2/2/2007 00:00:00,"01","Major - Dwellings","IW","Irwell Riverside","398632","382571","J8PWKHNP40000"
"06/53788/FUL","604 Liverpool Road Irlam M44 5AA ","FUL","Full application",9/11/2006 00:00:00,"Construction of a disabled access ramp and alterations to the front elevation","PER","Approve",12/12/2006 00:00:00,"10","Minor - Other","CD","Cadishead","393475","371580","J8GUDVNPN1000"
"06/53804/FUL","13 Prestwood Road Salford M6 8GG ","FUL","Full application",9/11/2006 00:00:00,"Demolition of existing dwelling and erection of a two storey detached dwelling with additional living accommodation in roof space and construction of new vehicular access","PER","Approve",15/1/2007 00:00:00,"06","Minor - Dwellings","SW","Weaste  And Seedley","399616","379328","J8Q3UENP40000"
