Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.04.2013,5100634673,£750.00,Metronet UK
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.04.2013,5100634649,"£11,256.60",Computacenter (UK) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.04.2013,5100634667,"£11,256.60",Computacenter (UK) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,26.04.2013,5100634413,"£7,879.62",Computacenter (UK) Ltd
Manchester City Council,Housing General Fund,Surplus property Acquisitions,26.04.2013,1903620612,"£6,025.51",Redacted Personal Information
Manchester City Council,Housing General Fund,Surplus property Acquisitions,26.04.2013,1903620620,"£5,958.56",Redacted Personal Information
Manchester City Council,Housing General Fund,Surplus property Acquisitions,26.04.2013,1903620624,"£5,192.06",Redacted Personal Information
Manchester City Council,Housing General Fund,Surplus property Acquisitions,26.04.2013,1903619693,"£4,226.16",Redacted Personal Information
Manchester City Council,Housing General Fund,Capital Govt Grants,26.04.2013,1903627643,"£15,938.00",First Choice Homes Oldham Ltd
Manchester City Council,Manchester Leisure,Other Allowances,29.04.2013,1903629260,"£3,000.00",Owl Project Arts Limited
Manchester City Council,Manchester Leisure,Agency staff provision,29.04.2013,5100632862,£771.43,Manpower UK Ltd
Manchester City Council,Libraries and Theatres,Agency staff provision,29.04.2013,5100633331,£736.02,Search Consultancy Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,29.04.2013,5100633234,£866.65,Nes International Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,29.04.2013,5100635014,"£2,300.69",Hays Personnel
Manchester City Council,Adult Social Care,Agency staff provision,29.04.2013,5100634798,£653.12,Bs Project Services Ltd T/A
Manchester City Council,Adult Social Care,Agency staff provision,29.04.2013,5100634798,£618.03,Bs Project Services Ltd T/A
Manchester City Council,Adult Social Care,Agency staff provision,29.04.2013,5100632835,£710.64,Jobwise Manchester
Manchester City Council,Adult Social Care,Fees,29.04.2013,5100634746,"£12,279.31",NHS Manchester Primary Care Trust
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100633358,£837.20,Entrust Social Care
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100634291,£837.20,Entrust Social Care
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100634798,£827.90,Bs Project Services Ltd T/A
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100634798,£763.10,Bs Project Services Ltd T/A
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100634798,£717.92,Bs Project Services Ltd T/A
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100634756,£588.92,Bs Project Services Ltd T/A
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100633319,£672.35,Search Consultancy Ltd
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100633312,£537.88,Search Consultancy Ltd
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100633690,£633.92,Rullion Resource Limited
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100632530,£507.30,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100632530,£507.30,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100632530,£507.00,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Agency staff provision,29.04.2013,5100632950,£503.50,SRA Cover Staff Ltd
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100633234,"£9,555.46",Nes International Ltd
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100633234,"£5,000.04",Nes International Ltd
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100633234,"£2,752.92",Nes International Ltd
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100633234,£972.20,Nes International Ltd
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100634798,"£2,331.47",Bs Project Services Ltd T/A
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100633319,"£1,936.00",Search Consultancy Ltd
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100632984,"£1,258.25",Deekay Technical Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100632987,£898.75,Deekay Technical Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100635017,"£9,188.99",Hays Personnel
Manchester City Council,Chief Executives,Agency staff provision,29.04.2013,5100633302,"£4,236.41",Routes Healthcare Ltd
Manchester City Council,Regeneration Finance,Agency staff provision,29.04.2013,5100634798,£792.40,Bs Project Services Ltd T/A
Manchester City Council,Regeneration Finance,Agency staff provision,29.04.2013,5100634756,£554.26,Bs Project Services Ltd T/A
Manchester City Council,Libraries and Theatres,Labour Charges,29.04.2013,5100635038,"-£48,343.43",Tameside Metropolitan Borough
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,29.04.2013,1903630266,£500.00,Redacted Personal Information
Manchester City Council,Chief Executives,Internal Repairs and Maintenance for buildings,29.04.2013,5100634905,£653.95,Carillion Energy Services Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,29.04.2013,5100634764,"-£100,000.00",Building Design Partnership Limited
Manchester City Council,Manchester Leisure,Rents,29.04.2013,5100634821,"£49,197.50",Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Rents,29.04.2013,5100634820,"£18,362.50",Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Water - Unmetered,29.04.2013,5100634818,£739.78,United Utilities Water Plc
Manchester City Council,Adult Social Care,Transport Taxis,29.04.2013,5100633331,£546.90,Search Consultancy Ltd
Manchester City Council,Environment and Operations,Furniture,29.04.2013,5100634837,"£1,788.75",Egan Reid Stationery Co Ltd
Manchester City Council,Chief Executives,Building Materials for direct delivery,29.04.2013,5100634880,£540.00,Ian Terry Planter Services
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,29.04.2013,5100629987,"£28,226.25",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,29.04.2013,5100629989,"£4,007.25",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,29.04.2013,5100629965,"£3,216.00",Groundwork Landscapes Ltd
Manchester City Council,Chief Executives,Payments to Sub-Contractors,29.04.2013,5100634193,"£2,835.22",Jigsaw Systems Limited
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,29.04.2013,5100634917,£514.35,GHL Liftrucks Ltd
Manchester City Council,Chief Executives,Printing,29.04.2013,5100634607,£549.12,PSC Systems
Manchester City Council,Chief Executives,Printing,29.04.2013,5100634491,£961.03,Browns CTP Ltd
Manchester City Council,Corporate Services,Proffesional Fees,29.04.2013,5100634688,"£4,861.70",Aon Ltd
Manchester City Council,Corporate Services,Proffesional fees,29.04.2013,5100634744,"£49,239.56",AECOM Limited
Manchester City Council,Corporate Services,Proffesional fees,29.04.2013,5100633953,"£38,000.00",AECOM Limited
Manchester City Council,Corporate Services,Proffesional fees,29.04.2013,5100634804,"-£49,683.56",AECOM Limited
Manchester City Council,Chief Executives,Proffesional fees,29.04.2013,1903630242,£500.00,Redacted Personal Information
Manchester City Council,Chief Executives,Proffesional fees,29.04.2013,5100633357,£728.00,Handball Crew Ltd
Manchester City Council,Specialist Trading Standards,Proffesional Fees,29.04.2013,5100634884,"£1,477.73",Tameside Metropolitan Borough
Manchester City Council,Corporate Services,Collection Commision,29.04.2013,5100634698,"£1,790.87",Rossendales Ltd
Manchester City Council,Chief Executives,Landline Telephone,29.04.2013,1903595376,"£1,187.88",BT PLC
Manchester City Council,Childrens Services,I T Provision,29.04.2013,5100634679,£600.00,Ncc Services Limited
Manchester City Council,Corporate Services,I T Provision,29.04.2013,5100634682,"£2,917.08",Group 4 Technology
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.04.2013,5100634414,"£162,532.00",National Football Museum
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.04.2013,5100634419,"£3,780.25",Waters Edge Arts Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29.04.2013,1903629253,"£3,000.00",Quaker Tapestry
Manchester City Council,Childrens Services,Grant and subscriptions awarded,29.04.2013,5100634886,"-£3,333.33",Trinity House Community Resource Ce
Manchester City Council,Hospitality + Trading Services,Tipping - Tonnage,29.04.2013,5100634652,"£1,519.84",J.Hopkins (Contractors) Ltd.
Manchester City Council,General Fund,Levies,29.04.2013,1903608883,"£43,583.25",Environment Agency
Manchester City Council,Adult Social Care,Payments for services,29.04.2013,5100634777,"£3,377.00",Priory Healthcare Limited
Manchester City Council,Childrens Services,Supporting People Payments,29.04.2013,5100634625,"£1,315.78",Whiz Project
Manchester City Council,Adult Social Care,Intermediate Care,29.04.2013,5100634899,"£14,132.00",University Hospital of South Mcr
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29.04.2013,5100632803,"£60,900.00",G & J Seddon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.04.2013,5100634773,"£51,005.00",Building Design Partnership Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.04.2013,5100634773,"£47,995.00",Building Design Partnership Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29.04.2013,5100634773,"£1,000.00",Building Design Partnership Limited
Manchester City Council,Childrens Services,CAMC/Not assigned,29.04.2013,5100634791,£819.98,The Together Trust
Manchester City Council,Childrens Services,CAMC/Not assigned,29.04.2013,5100634735,"£13,064.44",Anson Cabin Project
Manchester City Council,Childrens Services,CAMC/Not assigned,29.04.2013,5100634808,"£1,306.44",Anson Cabin Project
Manchester City Council,Childrens Services,CAMC/Not assigned,29.04.2013,5100634807,"-£13,064.44",Anson Cabin Project
Manchester City Council,Childrens Services,CAMC/Not assigned,29.04.2013,5100634817,"£2,502.64",West Sussex County Council
Manchester City Council,Housing Revenue Account,Usable Capital Rec,30.04.2013,1903632078,"£274,550.92",DCLG
Manchester City Council,Libraries and Theatres,Agency staff provision,30.04.2013,5100635310,"£52,558.82",Tameside Metropolitan Borough
Manchester City Council,Hospitality + Trading Services,Agency staff provision,30.04.2013,5100635144,"£1,462.88",Citirecruit (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,30.04.2013,5100635144,£904.80,Citirecruit (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,30.04.2013,5100635206,"£2,600.78",Proactive Personnel Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,30.04.2013,5100635125,£626.95,Proactive Personnel Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,30.04.2013,5100635206,£600.18,Proactive Personnel Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,30.04.2013,5100632941,£928.74,Service Personnel Ltd
Manchester City Council,Hospitality + Trading Services,Agency staff provision,30.04.2013,5100634422,£715.11,Service Personnel Ltd
Manchester City Council,Environment and Operations,Agency staff provision,30.04.2013,5100635125,£997.43,Proactive Personnel Ltd
Manchester City Council,Environment and Operations,Agency staff provision,30.04.2013,5100635193,£611.33,Proactive Personnel Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635144,"£1,735.13",Citirecruit (UK) Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100628704,"£2,894.26",Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100628704,"£1,508.40",Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100628704,"£1,270.50",Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100628704,"£1,199.10",Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100628704,"£1,120.29",Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100633382,"£1,111.31",Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100633382,£826.74,Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100633382,£637.65,Capita  Resourcing Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100633756,"£2,123.25",Search Consultancy Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100633756,"£1,043.00",Search Consultancy Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635157,£938.35,Search Consultancy Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100633756,£521.50,Search Consultancy Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100634790,£549.36,Randstad Care
Manchester City Council,Adult Social Care,Fees,30.04.2013,5100635149,£988.91,Homecare Support
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635163,"£1,260.90",P S Recruitment Specialists Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635163,£765.86,P S Recruitment Specialists Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635171,£691.53,P S Recruitment Specialists Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100634590,£931.35,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100634579,£789.00,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100634582,£736.05,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100634588,£572.60,Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635023,"£1,593.90",Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100634985,£918.88,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635023,£728.64,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635023,£598.70,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100634985,£569.50,Ashberry Recruitment Ltd
Manchester City Council,Adult Social Care,Agency staff provision,30.04.2013,5100635023,£531.30,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,"£3,961.92",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,"£3,661.17",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,"£3,084.25",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633382,"£2,971.50",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,"£1,995.05",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,"£1,798.00",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633382,"£1,550.01",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,"£1,413.26",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,"£1,085.70",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,"£1,072.76",Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633382,£945.00,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,£944.10,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,£869.85,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633382,£842.69,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633382,£803.04,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633382,£776.70,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633382,£767.40,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100628704,£521.50,Capita  Resourcing Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635123,"£1,683.51",Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635027,"£1,155.35",Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635123,£730.80,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635123,£656.88,Sanctuary Social Care
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633465,"£3,069.94",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633465,"£1,790.60",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633465,"£1,182.65",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633699,"£1,182.65",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633760,"£1,182.65",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634785,"£1,155.35",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633708,"£1,148.86",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634977,"£1,105.84",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633699,"£1,023.31",Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633432,£946.12,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633760,£924.28,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633699,£895.30,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633760,£895.30,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634981,£894.95,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634793,£858.26,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633432,£716.24,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634785,£709.59,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633432,£693.21,Medicare First
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635277,"£6,818.00",Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634988,£750.00,Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634989,£700.00,Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634991,£650.00,Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634986,£580.00,Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634790,£522.90,Randstad Care
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634824,£884.15,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634589,£874.30,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634593,£685.30,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100633793,£790.08,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634780,"£1,155.35",Liquid Personnel Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634985,"£1,425.23",Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634985,£894.00,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634985,£751.37,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634985,£672.35,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635023,£671.65,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634985,£548.80,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635023,£521.15,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635023,£521.15,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100634985,£514.78,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635023,£510.65,Ashberry Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,30.04.2013,5100635023,£507.00,Ashberry Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100635175,"£8,701.89",Michael Page International
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100635181,£907.10,Michael Page International
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100633382,"£11,043.54",Capita  Resourcing Ltd
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100635123,£915.60,Sanctuary Social Care
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100635027,£741.82,Sanctuary Social Care
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100633465,£887.63,Medicare First
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100633760,£887.63,Medicare First
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100635206,"£6,100.93",Proactive Personnel Ltd
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100634601,£671.65,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100634780,£750.00,Liquid Personnel Ltd
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100633355,"£14,785.20",People Source Consulting
Manchester City Council,Chief Executives,Agency staff provision,30.04.2013,5100634985,"£5,514.59",Ashberry Recruitment Ltd
Manchester City Council,Learning Disabilities PB,Agency staff provision,30.04.2013,5100635090,"£1,320.00",Semester Recruitment Ltd
Manchester City Council,Adult Social Care,Training and Development,30.04.2013,5100634956,"£204,152.75",Central Manchester University Hosp
Manchester City Council,Adult Social Care,Training and Development,30.04.2013,5100634954,"£172,206.96",Central Manchester University Hosp
Manchester City Council,Adult Social Care,Training and Development,30.04.2013,5100628838,"£6,840.00",Disabled Living
Manchester City Council,Childrens Services,Training and Development,30.04.2013,5100634449,£800.00,The Manchester College
Manchester City Council,Chief Executives,Training and Development,30.04.2013,5100634973,"£3,700.00",North West Employers Ltd
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30.04.2013,5100635333,"£1,505.00",Keebuilders Uk Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,30.04.2013,5100634304,"£10,883.59",The Fountain Company Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,30.04.2013,5100634180,"£3,141.00",The Fountain Company Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,30.04.2013,5100634296,"£2,246.50",The Fountain Company Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,30.04.2013,5100634295,"-£2,246.50",The Fountain Company Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,30.04.2013,5100634176,"-£3,141.00",The Fountain Company Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,30.04.2013,5100634303,"-£10,883.59",The Fountain Company Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,30.04.2013,5100631293,£600.00,A1 Drainmasters Ltd
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,30.04.2013,5100635257,"£1,890.72",Riverside ECHG
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,30.04.2013,5100634922,"£1,324.96",Riverside ECHG
Manchester City Council,Childrens Services,External repairs and maintenance for buildings,30.04.2013,5100633013,"£18,363.77",GB Building Solutions Ltd
Manchester City Council,Housing Revenue Account,Heating Repairs,30.04.2013,5100634287,£547.29,ENER-G Switch 2 Ltd
Manchester City Council,Manchester Leisure,Maintenance Mgt Cost,30.04.2013,1903629446,"£8,827.96",Danish UK Property Management Ltd
Manchester City Council,Hospitality + Trading Services,Electricity,30.04.2013,5100630033,"£5,656.62",Capital Properties (UK) Ltd
Manchester City Council,Corporate Services,Electricity,30.04.2013,5100631426,"£16,052.97",Electricity NW Construction & Maint
Manchester City Council,Manchester Leisure,Rents,30.04.2013,5100635226,£960.00,Holy Trinity Parish Hall
Manchester City Council,Hospitality + Trading Services,Rents,30.04.2013,1903629301,"£4,139.63",Danish UK Property Management Ltd
Manchester City Council,Adult Social Care,Rents,30.04.2013,5100634996,"£7,878.86",Willow Park Housing Trust
Manchester City Council,Adult Social Care,Rents,30.04.2013,5100635145,"£1,887.93",Willow Park Housing Trust
Manchester City Council,Adult Social Care,Rents,30.04.2013,5100634922,"£14,410.65",Riverside ECHG
Manchester City Council,Adult Social Care,Rents,30.04.2013,5100635257,"£7,544.61",Riverside ECHG
Manchester City Council,Adult Social Care,Rents,30.04.2013,5100635151,"£18,665.64",Mosscare Housing Ltd
Manchester City Council,Adult Social Care,Rents,30.04.2013,5100634545,"£3,621.24",Mosscare Housing Ltd
Manchester City Council,Adult Social Care,Rents,30.04.2013,5100634543,"£1,379.52",Mosscare Housing Ltd
Manchester City Council,Regeneration Finance,Rents,30.04.2013,5100635228,"£3,812.00",Age Concern Manchester
Manchester City Council,Regeneration Finance,Rents,30.04.2013,1903632073,"£8,995.00",Edward Mellor Ltd
Manchester City Council,Libraries and Theatres,Contract Cleaning External,30.04.2013,5100633255,£565.93,PHS Group
Manchester City Council,Corporate Services,Contract Cleaning External,30.04.2013,5100634270,£740.43,Initial Washroom Solutions
Manchester City Council,Corporate Services,Contract Cleaning External,30.04.2013,5100633490,£753.57,M & M Cleaning Services Ltd
Manchester City Council,Corporate Services,Contract Cleaning External,30.04.2013,5100633491,£751.83,M & M Cleaning Services Ltd
Manchester City Council,Manchester Leisure,Refuse Collection,30.04.2013,5100633877,"£1,927.03",Redgate Holdings Ltd
Manchester City Council,Hospitality + Trading Services,Refuse Collection,30.04.2013,5100633912,"£1,124.09",Redgate Holdings Ltd
Manchester City Council,Environment and Operations,Refuse Collection,30.04.2013,5100633884,"£1,700.00",Redgate Holdings Ltd
Manchester City Council,Environment and Operations,Refuse Collection,30.04.2013,5100633897,"£1,700.00",Redgate Holdings Ltd
Manchester City Council,Environment and Operations,Refuse Collection,30.04.2013,5100633890,"£1,100.00",Redgate Holdings Ltd
Manchester City Council,Environment and Operations,Refuse Collection,30.04.2013,5100633893,"£1,100.00",Redgate Holdings Ltd
Manchester City Council,Environment and Operations,Refuse Collection,30.04.2013,5100633880,£800.00,Redgate Holdings Ltd
Manchester City Council,Environment and Operations,Refuse Collection,30.04.2013,5100635210,"£1,005,557.65",Enterprise Manchester DOMESTIC
Manchester City Council,Childrens Services,Refuse Collection,30.04.2013,5100634990,£755.95,PHS Group
Manchester City Council,Adult Social Care,Sanitary/Medcal Wast,30.04.2013,5100633486,"£3,599.27",PHS Group
Manchester City Council,Adult Social Care,Sanitary/Medcal Wast,30.04.2013,5100634805,"-£2,997.76",PHS Group
Manchester City Council,Hospitality + Trading Services,Security,30.04.2013,5100634647,"£5,734.63",Security Monitoring Centres Ltd
Manchester City Council,Housing Revenue Account,Security,30.04.2013,5100634664,"£68,960.00",Northwards Housing Limited
Manchester City Council,Chief Executives,Storage Costs,30.04.2013,5100634549,£660.00,Forsyth Business Centres UK Ltd
Manchester City Council,Manchester Leisure,Grounds Maintenance,30.04.2013,5100635066,"£1,932.00",Clearview Event Services Limited
